timestamp,event_ticker,market_ticker,yes_price,no_price
,KXUSOMENSINGLES-25,KXUSOMENSINGLES-25-JD,,
,KXUSOMENSINGLES-25,KXUSOMENSINGLES-25-BS,,
,KXUSOMENSINGLES-25,KXUSOMENSINGLES-25-HR,,
,KXUSOMENSINGLES-25,KXUSOMENSINGLES-25-FT,,
,KXUSOMENSINGLES-25,KXUSOMENSINGLES-25-CR,,
,KXUSOMENSINGLES-25,KXUSOMENSINGLES-25-ST,,
,KXUSOMENSINGLES-25,KXUSOMENSINGLES-25-ADM,,
,KXUSOMENSINGLES-25,KXUSOMENSINGLES-25-TP,,
,KXTHEOPEN-25,KXTHEOPEN-25-SS,,
,KXTHEOPEN-25,KXTHEOPEN-25-RM,,
,KXTHEOPEN-25,KXTHEOPEN-25-XS,,
,KXTHEOPEN-25,KXTHEOPEN-25-BD,,
,KXTHEOPEN-25,KXTHEOPEN-25-LA,,
,KXTHEOPEN-25,KXTHEOPEN-25-JR,,
,KXTHEOPEN-25,KXTHEOPEN-25-CM,,
,KXTHEOPEN-25,KXTHEOPEN-25-TH,,
,KXTHEOPEN-25,KXTHEOPEN-25-TF,,
,KXTHEOPEN-25,KXTHEOPEN-25-RMAC,,
,KXTHEOPEN-25,KXTHEOPEN-25-VH,,
,KXTHEOPEN-25,KXTHEOPEN-25-BK,,
,KXTHEOPEN-25,KXTHEOPEN-25-SL,,
,KXTHEOPEN-25,KXTHEOPEN-25-JS,,
,KXTHEOPEN-25,KXTHEOPEN-25-JT,,
,KXTHEOPEN-25,KXTHEOPEN-25-SEPPS,,
,KXWMENSINGLES-25,KXWMENSINGLES-25-JS,,
,KXWMENSINGLES-25,KXWMENSINGLES-25-AZ,,
,KXWMENSINGLES-25,KXWMENSINGLES-25-CA,,
,KXWMENSINGLES-25,KXWMENSINGLES-25-ND,,
,KXWMENSINGLES-25,KXWMENSINGLES-25-DM,,
,KXWMENSINGLES-25,KXWMENSINGLES-25-LM,,
,KXWMENSINGLES-25,KXWMENSINGLES-25-ADM,,
,KXWMENSINGLES-25,KXWMENSINGLES-25-TF,,
,KXWMENSINGLES-25,KXWMENSINGLES-25-HH,,
,KXWMENSINGLES-25,KXWMENSINGLES-25-GD,,
,KXNBA-25,KXNBA-25-ATL,,
,KXNBA-25,KXNBA-25-BOS,,
,KXNBA-25,KXNBA-25-BKN,,
,KXNBA-25,KXNBA-25-CHA,,
,KXNBA-25,KXNBA-25-CHI,,
,KXNBA-25,KXNBA-25-CLE,,
,KXNBA-25,KXNBA-25-DAL,,
,KXNBA-25,KXNBA-25-DEN,,
,KXNBA-25,KXNBA-25-DET,,
,KXNBA-25,KXNBA-25-GSW,,
,KXNBA-25,KXNBA-25-HOU,,
,KXNBA-25,KXNBA-25-IND,,
,KXNBA-25,KXNBA-25-LAC,,
,KXNBA-25,KXNBA-25-LAL,,
,KXNBA-25,KXNBA-25-MEM,,
,KXNBA-25,KXNBA-25-MIA,,
,KXNBA-25,KXNBA-25-MIL,,
,KXNBA-25,KXNBA-25-MIN,,
,KXNBA-25,KXNBA-25-NOP,,
,KXNBA-25,KXNBA-25-NYK,,
,KXNBA-25,KXNBA-25-OKC,,
,KXNBA-25,KXNBA-25-ORL,,
,KXNBA-25,KXNBA-25-PHI,,
,KXNBA-25,KXNBA-25-PHX,,
,KXNBA-25,KXNBA-25-POR,,
,KXNBA-25,KXNBA-25-SAC,,
,KXNBA-25,KXNBA-25-SAS,,
,KXNBA-25,KXNBA-25-TOR,,
,KXNBA-25,KXNBA-25-UTA,,
,KXNBA-25,KXNBA-25-WAS,,
,KXNHL-25,KXNHL-25-ANA,,
,KXNHL-25,KXNHL-25-UHC,,
,KXNHL-25,KXNHL-25-BOS,,
,KXNHL-25,KXNHL-25-BUF,,
,KXNHL-25,KXNHL-25-CGY,,
,KXNHL-25,KXNHL-25-CAR,,
,KXNHL-25,KXNHL-25-CHI,,
,KXNHL-25,KXNHL-25-COL,,
,KXNHL-25,KXNHL-25-CBJ,,
,KXNHL-25,KXNHL-25-DAL,,
,KXNHL-25,KXNHL-25-DET,,
,KXNHL-25,KXNHL-25-EDM,,
,KXNHL-25,KXNHL-25-FLA,,
,KXNHL-25,KXNHL-25-LAK,,
,KXNHL-25,KXNHL-25-MIN,,
,KXNHL-25,KXNHL-25-MTL,,
,KXNHL-25,KXNHL-25-NSH,,
,KXNHL-25,KXNHL-25-NJD,,
,KXNHL-25,KXNHL-25-NYI,,
,KXNHL-25,KXNHL-25-NYR,,
,KXNHL-25,KXNHL-25-OTT,,
,KXNHL-25,KXNHL-25-PHI,,
,KXNHL-25,KXNHL-25-PIT,,
,KXNHL-25,KXNHL-25-SJS,,
,KXNHL-25,KXNHL-25-SEA,,
,KXNHL-25,KXNHL-25-STL,,
,KXNHL-25,KXNHL-25-TBL,,
,KXNHL-25,KXNHL-25-TOR,,
,KXNHL-25,KXNHL-25-VAN,,
,KXNHL-25,KXNHL-25-VGK,,
,KXNHL-25,KXNHL-25-WSH,,
,KXNHL-25,KXNHL-25-WPG,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-TENN,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-LSU,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-ARK,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-CLEM,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-UGA,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-TEX,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-FSU,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-ORST,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-VAN,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-UVA,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-ORE,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-WAKE,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-ALA,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-FLA,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-OKLA,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-STAN,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-TXAM,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-KU,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-DUKE,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-TCU,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-MISS,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-UNC,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-UCLA,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-OKST,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-NCST,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-ECU,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-LOU,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-MSST,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-AUB,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-SCAR,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-ARIZ,,
,KXNCAAMBACHAMP-25,KXNCAAMBACHAMP-25-GT,,
,KXUSOPEN-25,KXUSOPEN-25-SS,,
,KXUSOPEN-25,KXUSOPEN-25-RM,,
,KXUSOPEN-25,KXUSOPEN-25-XS,,
,KXUSOPEN-25,KXUSOPEN-25-LA,,
,KXUSOPEN-25,KXUSOPEN-25-JR,,
,KXUSOPEN-25,KXUSOPEN-25-CM,,
,KXUSOPEN-25,KXUSOPEN-25-TH,,
,KXUSOPEN-25,KXUSOPEN-25-BD,,
,KXUSOPEN-25,KXUSOPEN-25-TF,,
,KXUSOPEN-25,KXUSOPEN-25-RMAC,,
,KXUSOPEN-25,KXUSOPEN-25-VH,,
,KXUSOPEN-25,KXUSOPEN-25-BK,,
,KXUSOPEN-25,KXUSOPEN-25-SL,,
,KXUSOPEN-25,KXUSOPEN-25-JP,,
,KXUSOPEN-25,KXUSOPEN-25-JT,,
,KXUFLCHAMP-25,KXUFLCHAMP-25-BIR,,
,KXUFLCHAMP-25,KXUFLCHAMP-25-HOU,,
,KXUFLCHAMP-25,KXUFLCHAMP-25-MEM,,
,KXUFLCHAMP-25,KXUFLCHAMP-25-MICH,,
,KXUFLCHAMP-25,KXUFLCHAMP-25-ARL,,
,KXUFLCHAMP-25,KXUFLCHAMP-25-DC,,
,KXUFLCHAMP-25,KXUFLCHAMP-25-SA,,
,KXUFLCHAMP-25,KXUFLCHAMP-25-STL,,
,KXFOWOMENSINGLES-25,KXFOWOMENSINGLES-25-AS,,
,KXFOWOMENSINGLES-25,KXFOWOMENSINGLES-25-IS,,
,KXFOWOMENSINGLES-25,KXFOWOMENSINGLES-25-CG,,
,KXFOWOMENSINGLES-25,KXFOWOMENSINGLES-25-JP,,
,KXFOWOMENSINGLES-25,KXFOWOMENSINGLES-25-ER,,
,KXFOWOMENSINGLES-25,KXFOWOMENSINGLES-25-JPE,,
,KXFOWOMENSINGLES-25,KXFOWOMENSINGLES-25-MK,,
,KXFOWOMENSINGLES-25,KXFOWOMENSINGLES-25-QZ,,
,KXFOWOMENSINGLES-25,KXFOWOMENSINGLES-25-EM,,
,KXFOWOMENSINGLES-25,KXFOWOMENSINGLES-25-PB,,
,KXFOMENSINGLES-25,KXFOMENSINGLES-25-JS,,
,KXFOMENSINGLES-25,KXFOMENSINGLES-25-AZ,,
,KXFOMENSINGLES-25,KXFOMENSINGLES-25-CA,,
,KXFOMENSINGLES-25,KXFOMENSINGLES-25-TF,,
,KXFOMENSINGLES-25,KXFOMENSINGLES-25-CR,,
,KXFOMENSINGLES-25,KXFOMENSINGLES-25-ND,,
,KXFOMENSINGLES-25,KXFOMENSINGLES-25-DM,,
,KXFOMENSINGLES-25,KXFOMENSINGLES-25-ADM,,
,KXFOMENSINGLES-25,KXFOMENSINGLES-25-TP,,
,KXFOMENSINGLES-25,KXFOMENSINGLES-25-AR,,
,KXTUSHPUSH-25JUN,KXTUSHPUSH-25JUN,,
,KXUEFACL-25,KXUEFACL-25-L,,
,KXUEFACL-25,KXUEFACL-25-B,,
,KXUEFACL-25,KXUEFACL-25-A,,
,KXUEFACL-25,KXUEFACL-25-IM,,
,KXUEFACL-25,KXUEFACL-25-AM,,
,KXUEFACL-25,KXUEFACL-25-BL,,
,KXUEFACL-25,KXUEFACL-25-LI,,
,KXUEFACL-25,KXUEFACL-25-AV,,
,KXUEFACL-25,KXUEFACL-25-BD,,
,KXUEFACL-25,KXUEFACL-25-RM,,
,KXUEFACL-25,KXUEFACL-25-BM,,
,KXUEFACL-25,KXUEFACL-25-ACM,,
,KXUEFACL-25,KXUEFACL-25-PSG,,
,KXUEFACL-25,KXUEFACL-25-BE,,
,KXUEFACL-25,KXUEFACL-25-MO,,
,KXUEFACL-25,KXUEFACL-25-BR,,
,KXUEFACL-25,KXUEFACL-25-F,,
,KXUEFACL-25,KXUEFACL-25-J,,
,KXUEFACL-25,KXUEFACL-25-C,,
,KXUEFACL-25,KXUEFACL-25-MC,,
,KXUEFACL-25,KXUEFACL-25-SCP,,
,KXUEFACL-25,KXUEFACL-25-CB,,
,KXUEFACL-25,KXUEFACL-25-PSV,,
,KXUEFACL-25,KXUEFACL-25-AT,,
,KXNHLWEST-25,KXNHLWEST-25-ANA,,
,KXNHLWEST-25,KXNHLWEST-25-CGY,,
,KXNHLWEST-25,KXNHLWEST-25-COL,,
,KXNHLWEST-25,KXNHLWEST-25-DAL,,
,KXNHLWEST-25,KXNHLWEST-25-EDM,,
,KXNHLWEST-25,KXNHLWEST-25-LAK,,
,KXNHLWEST-25,KXNHLWEST-25-MIN,,
,KXNHLWEST-25,KXNHLWEST-25-NSH,,
,KXNHLWEST-25,KXNHLWEST-25-SEA,,
,KXNHLWEST-25,KXNHLWEST-25-STL,,
,KXNHLWEST-25,KXNHLWEST-25-UTA,,
,KXNHLWEST-25,KXNHLWEST-25-VAN,,
,KXNHLWEST-25,KXNHLWEST-25-VGK,,
,KXNHLWEST-25,KXNHLWEST-25-WPG,,
,KXNHLEAST-25,KXNHLEAST-25-BOS,,
,KXNHLEAST-25,KXNHLEAST-25-BUF,,
,KXNHLEAST-25,KXNHLEAST-25-CAR,,
,KXNHLEAST-25,KXNHLEAST-25-CBJ,,
,KXNHLEAST-25,KXNHLEAST-25-DET,,
,KXNHLEAST-25,KXNHLEAST-25-FLA,,
,KXNHLEAST-25,KXNHLEAST-25-MTL,,
,KXNHLEAST-25,KXNHLEAST-25-NJD,,
,KXNHLEAST-25,KXNHLEAST-25-NYI,,
,KXNHLEAST-25,KXNHLEAST-25-NYR,,
,KXNHLEAST-25,KXNHLEAST-25-OTT,,
,KXNHLEAST-25,KXNHLEAST-25-PHI,,
,KXNHLEAST-25,KXNHLEAST-25-PIT,,
,KXNHLEAST-25,KXNHLEAST-25-TBL,,
,KXNHLEAST-25,KXNHLEAST-25-TOR,,
,KXNHLEAST-25,KXNHLEAST-25-WSH,,
,KXNBAWEST-25,KXNBAWEST-25-DEN,,
,KXNBAWEST-25,KXNBAWEST-25-MIN,,
,KXNBAWEST-25,KXNBAWEST-25-OKC,,
,KXNBAWEST-25,KXNBAWEST-25-POR,,
,KXNBAWEST-25,KXNBAWEST-25-UTA,,
,KXNBAWEST-25,KXNBAWEST-25-GSW,,
,KXNBAWEST-25,KXNBAWEST-25-LAC,,
,KXNBAWEST-25,KXNBAWEST-25-LAL,,
,KXNBAWEST-25,KXNBAWEST-25-PHX,,
,KXNBAWEST-25,KXNBAWEST-25-SAC,,
,KXNBAWEST-25,KXNBAWEST-25-DAL,,
,KXNBAWEST-25,KXNBAWEST-25-HOU,,
,KXNBAWEST-25,KXNBAWEST-25-MEM,,
,KXNBAWEST-25,KXNBAWEST-25-NOP,,
,KXNBAWEST-25,KXNBAWEST-25-SAS,,
,KXNBAEAST-25,KXNBAEAST-25-BOS,,
,KXNBAEAST-25,KXNBAEAST-25-BKN,,
,KXNBAEAST-25,KXNBAEAST-25-NYK,,
,KXNBAEAST-25,KXNBAEAST-25-PHI,,
,KXNBAEAST-25,KXNBAEAST-25-TOR,,
,KXNBAEAST-25,KXNBAEAST-25-CHI,,
,KXNBAEAST-25,KXNBAEAST-25-CLE,,
,KXNBAEAST-25,KXNBAEAST-25-DET,,
,KXNBAEAST-25,KXNBAEAST-25-IND,,
,KXNBAEAST-25,KXNBAEAST-25-MIL,,
,KXNBAEAST-25,KXNBAEAST-25-ATL,,
,KXNBAEAST-25,KXNBAEAST-25-CHA,,
,KXNBAEAST-25,KXNBAEAST-25-MIA,,
,KXNBAEAST-25,KXNBAEAST-25-ORL,,
,KXNBAEAST-25,KXNBAEAST-25-WAS,,
,KXLALIGA-25,KXLALIGA-25-ALA,,
,KXLALIGA-25,KXLALIGA-25-BIL,,
,KXLALIGA-25,KXLALIGA-25-MAD,,
,KXLALIGA-25,KXLALIGA-25-BAR,,
,KXLALIGA-25,KXLALIGA-25-VIG,,
,KXLALIGA-25,KXLALIGA-25-ESP,,
,KXLALIGA-25,KXLALIGA-25-GET,,
,KXLALIGA-25,KXLALIGA-25-GIR,,
,KXLALIGA-25,KXLALIGA-25-PAL,,
,KXLALIGA-25,KXLALIGA-25-LEG,,
,KXLALIGA-25,KXLALIGA-25-MAL,,
,KXLALIGA-25,KXLALIGA-25-OSA,,
,KXLALIGA-25,KXLALIGA-25-RAY,,
,KXLALIGA-25,KXLALIGA-25-BET,,
,KXLALIGA-25,KXLALIGA-25-RMAD,,
,KXLALIGA-25,KXLALIGA-25-SOC,,
,KXLALIGA-25,KXLALIGA-25-SEV,,
,KXLALIGA-25,KXLALIGA-25-VALE,,
,KXLALIGA-25,KXLALIGA-25-VALL,,
,KXLALIGA-25,KXLALIGA-25-VIL,,
,KXIPLFINAL-25,KXIPLFINAL-25-CSK,,
,KXIPLFINAL-25,KXIPLFINAL-25-DC,,
,KXIPLFINAL-25,KXIPLFINAL-25-GT,,
,KXIPLFINAL-25,KXIPLFINAL-25-KKR,,
,KXIPLFINAL-25,KXIPLFINAL-25-LSG,,
,KXIPLFINAL-25,KXIPLFINAL-25-MI,,
,KXIPLFINAL-25,KXIPLFINAL-25-PBKS,,
,KXIPLFINAL-25,KXIPLFINAL-25-RR,,
,KXIPLFINAL-25,KXIPLFINAL-25-RCB,,
,KXIPLFINAL-25,KXIPLFINAL-25-SRH,,
,KXUEL-25,KXUEL-25-MUN,,
,KXUEL-25,KXUEL-25-TOT,,
,KXUEL-25,KXUEL-25-ATH,,
,KXUEL-25,KXUEL-25-LAZ,,
,KXUEL-25,KXUEL-25-SGE,,
,KXUEL-25,KXUEL-25-RSO,,
,KXUEL-25,KXUEL-25-OL,,
,KXUEL-25,KXUEL-25-ROM,,
,KXUEL-25,KXUEL-25-GS,,
,KXUEL-25,KXUEL-25-OLY,,
,KXUEL-25,KXUEL-25-AZ,,
,KXUEL-25,KXUEL-25-AJX,,
,KXUEL-25,KXUEL-25-BOD,,
,KXUEL-25,KXUEL-25-VPL,,
,KXUEL-25,KXUEL-25-FB,,
,KXUEL-25,KXUEL-25-RAN,,
,KXUEL-25,KXUEL-25-FCS,,
,KXPGA-25,KXPGA-25-SS,,
,KXPGA-25,KXPGA-25-RM,,
,KXPGA-25,KXPGA-25-XS,,
,KXPGA-25,KXPGA-25-JR,,
,KXPGA-25,KXPGA-25-BD,,
,KXPGA-25,KXPGA-25-LA,,
,KXPGA-25,KXPGA-25-VH,,
,KXPGA-25,KXPGA-25-CM,,
,KXPGA-25,KXPGA-25-BK,,
,KXPGA-25,KXPGA-25-HM,,
,KXPGA-25,KXPGA-25-JT,,
,KXPGA-25,KXPGA-25-CS,,
,KXPGA-25,KXPGA-25-PC,,
,KXPGA-25,KXPGA-25-TF,,
,KXPGA-25,KXPGA-25-WZ,,
,KXPGA-25,KXPGA-25-WCLA,,
,KXFACUP-25,KXFACUP-25-MCI,,
,KXFACUP-25,KXFACUP-25-NEW,,
,KXFACUP-25,KXFACUP-25-AVL,,
,KXFACUP-25,KXFACUP-25-MUN,,
,KXFACUP-25,KXFACUP-25-BOU,,
,KXFACUP-25,KXFACUP-25-BHA,,
,KXFACUP-25,KXFACUP-25-FUL,,
,KXFACUP-25,KXFACUP-25-NFO,,
,KXFACUP-25,KXFACUP-25-CRY,,
,KXFACUP-25,KXFACUP-25-PNE,,
,KXNBASERIES-25GSWMIN,KXNBASERIES-25GSWMIN-GSW,,
,KXNBASERIES-25GSWMIN,KXNBASERIES-25GSWMIN-MIN,,
,KXNBASERIES-25DENOKC,KXNBASERIES-25DENOKC-DEN,,
,KXNBASERIES-25DENOKC,KXNBASERIES-25DENOKC-OKC,,
,KXNBASERIES-25NYKBOS,KXNBASERIES-25NYKBOS-NYK,,
,KXNBASERIES-25NYKBOS,KXNBASERIES-25NYKBOS-BOS,,
,KXNHLSERIES-25DALWPG,KXNHLSERIES-25DALWPG-DAL,,
,KXNHLSERIES-25DALWPG,KXNHLSERIES-25DALWPG-WPG,,
,KXNBASERIES-25INDCLE,KXNBASERIES-25INDCLE-IND,,
,KXNBASERIES-25INDCLE,KXNBASERIES-25INDCLE-CLE,,
,KXNHLSERIES-25FLATOR,KXNHLSERIES-25FLATOR-FLA,,
,KXNHLSERIES-25FLATOR,KXNHLSERIES-25FLATOR-TOR,,
,KXNHLSERIES-25EDMVGK,KXNHLSERIES-25EDMVGK-EDM,,
,KXNHLSERIES-25EDMVGK,KXNHLSERIES-25EDMVGK-VGK,,
,KXNHLSERIES-25CARWSH,KXNHLSERIES-25CARWSH-CAR,,
,KXNHLSERIES-25CARWSH,KXNHLSERIES-25CARWSH-WSH,,
,KXNHLGAME-25MAY07DALWPG,KXNHLGAME-25MAY07DALWPG-DAL,,
,KXNHLGAME-25MAY07DALWPG,KXNHLGAME-25MAY07DALWPG-WPG,,
,KXNBAGAME-25MAY07DENOKC,KXNBAGAME-25MAY07DENOKC-DEN,,
,KXNBAGAME-25MAY07DENOKC,KXNBAGAME-25MAY07DENOKC-OKC,,
,KXNHLGAME-25MAY07FLATOR,KXNHLGAME-25MAY07FLATOR-FLA,,
,KXNHLGAME-25MAY07FLATOR,KXNHLGAME-25MAY07FLATOR-TOR,,
,KXNBAGAME-25MAY07NYKBOS,KXNBAGAME-25MAY07NYKBOS-NYK,,
,KXNBAGAME-25MAY07NYKBOS,KXNBAGAME-25MAY07NYKBOS-BOS,,
,KXUCLGAME-25MAY07ARSPSG,KXUCLGAME-25MAY07ARSPSG-PSG,,
,KXUCLGAME-25MAY07ARSPSG,KXUCLGAME-25MAY07ARSPSG-ARS,,
,KXUCLGAME-25MAY07ARSPSG,KXUCLGAME-25MAY07ARSPSG-TIE,,
,KXNHLGAME-25MAY06EDMVGK,KXNHLGAME-25MAY06EDMVGK-EDM,,
,KXNHLGAME-25MAY06EDMVGK,KXNHLGAME-25MAY06EDMVGK-VGK,,
,KXNBAGAME-25MAY06GSWMIN,KXNBAGAME-25MAY06GSWMIN-GSW,,
,KXNBAGAME-25MAY06GSWMIN,KXNBAGAME-25MAY06GSWMIN-MIN,,
,KXNBAGAME-25MAY06INDCLE,KXNBAGAME-25MAY06INDCLE-IND,,
,KXNBAGAME-25MAY06INDCLE,KXNBAGAME-25MAY06INDCLE-CLE,,
,KXUCLGAME-25MAY06BARINT,KXUCLGAME-25MAY06BARINT-INT,,
,KXUCLGAME-25MAY06BARINT,KXUCLGAME-25MAY06BARINT-BAR,,
,KXUCLGAME-25MAY06BARINT,KXUCLGAME-25MAY06BARINT-TIE,,
,KXNHLGAME-25MAY06CARWSH,KXNHLGAME-25MAY06CARWSH-CAR,,
,KXNHLGAME-25MAY06CARWSH,KXNHLGAME-25MAY06CARWSH-WSH,,
,KXMLBGAME-25MAY05SEAATH,KXMLBGAME-25MAY05SEAATH-ATH,,
,KXMLBGAME-25MAY05SEAATH,KXMLBGAME-25MAY05SEAATH-SEA,,
,KXMLBGAME-25MAY05CLEWSH,KXMLBGAME-25MAY05CLEWSH-WSH,,
,KXMLBGAME-25MAY05CLEWSH,KXMLBGAME-25MAY05CLEWSH-CLE,,
,KXSERIEA-25,KXSERIEA-25-INT,,
,KXSERIEA-25,KXSERIEA-25-NAP,,
,KXSERIEA-25,KXSERIEA-25-ATA,,
,KXSERIEA-25,KXSERIEA-25-JUV,,
,KXSERIEA-25,KXSERIEA-25-LAZ,,
,KXSERIEA-25,KXSERIEA-25-MIL,,
,KXSERIEA-25,KXSERIEA-25-FIO,,
,KXSERIEA-25,KXSERIEA-25-BOL,,
,KXSERIEA-25,KXSERIEA-25-ROM,,
,KXSERIEA-25,KXSERIEA-25-UDI,,
